variante,epoch,train_loss,px_max,px_mean,perfectas,leq1
(),0,0.6972015667128858,21,15.5312,0,0
(),50,0.5487691924013188,24,10.0625,0,0
(),100,0.47560489811434814,15,8.25,0,0
(),150,0.4470875340813204,16,7.6875,1,2
(),200,0.4329999749335317,14,7.5,1,2
(),250,0.42437274535758507,14,7.625,1,2
(),300,0.4186234190876475,14,7.5312,1,3
(),350,0.41440095449723935,14,7.625,1,3
(),400,0.411033556626133,15,7.4062,1,3
(),450,0.4082118908222593,15,7.4688,1,3
(),500,0.40578509002246815,15,7.5,1,3
(),550,0.4036663933748592,15,7.4062,1,3
(),600,0.4017962470153966,14,7.2812,1,3
(),650,0.4001301824614362,14,7.1562,1,3
(),700,0.3986340632138167,14,7.1875,1,3
(),750,0.397281222711656,14,7.1562,1,3
(),800,0.3960504030164455,14,7.1562,1,3
(),850,0.3949242908504103,14,7.0938,1,3
(),900,0.39392359608414834,14,7.0938,1,3
(),950,0.3930059048046266,14,7.0625,1,3
(),1000,0.3921620205114536,14,7.0625,1,3
(),1050,0.3913711413159854,14,7.0625,1,3
(),1100,0.3906272273628383,14,7.0312,1,3
(),1150,0.3899252308817518,14,7.0625,1,2
(),1200,0.3893142301298882,14,7.0938,1,2
(),1250,0.38867102052803465,14,7.0625,1,2
(),1300,0.38810755482491704,14,7.0625,1,2
(),1350,0.38756885378997,14,7.0312,1,2
(),1400,0.38705274355660413,14,7.0312,1,2
(),1450,0.3865596797509155,14,7.0312,1,2
(),1500,0.38611326650894673,14,7.0312,1,2
(),1550,0.385684134208349,14,7.0312,1,2
(),1600,0.38526907536488125,14,7.0312,1,2
(),1650,0.3848669981462867,14,7.0625,1,2
(),1700,0.3844983058180689,14,7.0625,1,2
(),1750,0.3841397088410708,14,7.0938,1,2
(),1800,0.38379578165212574,14,7.0938,1,2
(),1850,0.3834600102956636,14,7.0312,1,2
(),1900,0.38315784817773385,14,7.0625,1,2
(),1950,0.3828420620506248,14,6.9688,1,2
(),2000,0.3825526315725129,14,6.9688,1,2
(),2050,0.38226837156984955,14,7.0,1,2
(),2100,0.3819889614186541,14,7.0,1,2
(),2150,0.38174158615264375,14,7.0312,1,2
(),2200,0.3814724484525524,14,7.0,1,2
(),2250,0.3812261232415364,14,7.0312,1,2
(),2300,0.3809832479337869,14,7.0312,1,2
(),2350,0.3807467742385101,14,7.0312,1,2
(),2400,0.38052401337067493,14,7.0312,1,2
(),2450,0.38030234134097035,14,7.0,1,2
(),2500,0.3800864764178045,14,7.0,1,2
(),2550,0.37987242092960116,14,7.0,1,2
(),2600,0.37968283391039187,14,7.0312,1,2
(),2650,0.3794680181010734,14,7.0312,1,2
(),2700,0.37926802348737443,14,7.0312,1,2
(),2750,0.3790668356465409,14,7.0,1,2
(),2800,0.378936941835069,14,6.9688,1,3
(),2850,0.3786777087498449,14,6.9375,1,2
(),2900,0.37848519187154755,14,6.9062,1,3
(),2950,0.3782936738381224,14,6.9375,1,3
(),3000,0.3781056681363876,14,6.9688,1,3
(),3050,0.3779487575141797,14,6.9375,1,3
(),3100,0.3777620459810278,14,6.9375,1,3
(),3150,0.3775988865560013,14,6.9062,1,3
(),3200,0.3774393980762102,14,6.9375,1,3
(),3250,0.37762317147963115,14,6.9375,1,3
(),3300,0.3771357515205584,14,6.9375,1,3
(),3350,0.376989329342611,14,6.875,1,3
(),3400,0.3768453279585465,14,6.875,1,3
(),3450,0.37672278939572074,14,6.9375,1,3
(),3500,0.37657138542544105,14,6.875,1,3
(),3550,0.37643734756954966,14,6.8438,1,3
(),3600,0.37632772185480384,14,6.9375,1,3
(),3650,0.3761802721216141,14,6.8438,1,3
(),3700,0.37605482292696796,14,6.8438,1,3
(),3750,0.3760000854852761,14,6.8438,1,3
(),3800,0.375813160412275,14,6.875,1,3
(),3850,0.37569455894644305,14,6.875,1,3
(),3900,0.3758996966377914,14,6.875,1,3
(),3950,0.3754665339750809,14,6.875,1,3
(),4000,0.37535399334292,14,6.875,1,3
(),4050,0.3755140246037445,14,6.9062,1,3
(),4100,0.37513714096078693,14,6.875,1,3
(),4150,0.3750310304633925,14,6.875,1,3
(),4200,0.3750640439332854,14,6.875,1,3
(),4250,0.37482661764951825,14,6.875,1,3
(),4300,0.3747239990218186,14,6.875,1,3
(),4350,0.3746484204707615,14,6.875,1,3
(),4400,0.3745284765367023,14,6.875,1,3
(),4450,0.3744313011153673,14,6.875,1,3
(),4500,0.3743849711808146,14,6.875,1,3
(),4550,0.3742456551166194,14,6.875,1,3
(),4600,0.374153607909615,14,6.875,1,3
(),4650,0.3742639989280668,14,6.875,1,3
(),4700,0.37397758132106734,14,6.875,1,3
(),4750,0.37388773102441153,14,6.875,1,3
(),4800,0.37380077488879676,14,6.875,1,3
(),4850,0.37373319227850405,14,6.875,1,3
(),4900,0.3736333338172177,14,6.875,1,3
(),4950,0.37355025067459063,14,6.875,1,3
(),5000,0.3734688335427715,14,6.875,1,3
(),5050,0.3733964546296726,14,6.875,1,3
(),5100,0.3733099409614865,14,6.875,1,3
(),5150,0.3732313428597393,14,6.875,1,3
(),5200,0.37320081931200827,14,6.875,1,3
(),5250,0.37307903952600013,14,6.875,1,3
(),5300,0.37300377701112425,14,6.875,1,3
(),5350,0.37292910032460747,14,6.875,1,3
(),5400,0.37291061091543065,14,6.8438,1,3
(),5450,0.3727888562435588,14,6.875,1,3
(),5500,0.3727132552839025,14,6.875,1,3
(),5550,0.37264227482000906,14,6.875,1,3
(),5600,0.37309637286890907,14,6.9375,1,3
(),5650,0.3725061348576519,14,6.875,1,3
(),5700,0.37243792106753976,14,6.875,1,3
(),5750,0.3723706529503394,14,6.875,1,3
(),5800,0.3723043592155899,14,6.875,1,3
(),5850,0.37225008860169906,14,6.8438,1,3
(),5900,0.37217614100462126,14,6.8438,1,3
(),5950,0.37211225455284114,14,6.8438,1,3
(),5999,0.37205001941917865,14,6.8438,1,3
10,0,0.7609076555493084,23,18.6562,0,0
10,50,0.5048006748873942,13,8.75,0,0
10,100,0.420662279963969,11,6.5312,0,3
10,150,0.37538923864471335,11,6.0312,0,1
10,200,0.33859605451002867,11,5.25,1,4
10,250,0.3037803564662114,9,4.625,4,5
10,300,0.2723976821642706,8,3.875,4,6
10,350,0.2491503545827527,9,3.5,4,5
10,400,0.23254462397347692,9,3.2812,4,7
10,450,0.2204357884120766,9,3.1875,4,9
10,500,0.20973843266501843,9,3.0625,4,10
10,550,0.2003834217041439,9,2.9062,5,10
10,600,0.1944062758489945,9,2.6875,6,10
10,650,0.18640914703479416,9,2.625,6,10
10,700,0.18062217083294171,9,2.5938,5,10
10,750,0.1753882674591651,9,2.5,5,10
10,800,0.1705095367177325,9,2.4062,5,13
10,850,0.1665224411018639,9,2.25,7,15
10,900,0.1652247766951479,8,2.25,8,15
10,950,0.15838595563854718,8,1.9375,8,18
10,1000,0.15498433413642948,8,2.0312,7,16
10,1050,0.15641868184597002,7,2.2188,5,12
10,1100,0.14949872410595458,7,1.9062,8,17
10,1150,0.14648472629791337,6,1.8438,9,17
